Datum,Ende,Ort,Thema
2020-04-25,2020-04-25,Zentrale der DGzRS / Werderstraße,"""Aufruf an die Mitarbeiter der Deutschen Gesellschaft zur Rettung Schiffbrüchiger nicht an die Dienstanweisung und nicht an das Auswärtige Amt zu verweisen, sondern zu handeln, wenn Menschenleben in Gefahr sind."""
2020-04-25,2020-04-25,Marktplatz,Das Grundgesetz
2020-04-26,2020-04-26,Marktplatz,Femizide
2020-04-29,2020-04-29,Parkplatz vor der ZAST in der Lindenstraße ,Solidarität mit den in Quarantäne befindlichen Bewohner_innen der ZAST
2020-04-29,2020-04-29,Marktplatz,Reisebüros in der Krise
2020-04-30,2020-04-30,Marktplatz,Versöhnung und Abrüstung
2020-04-30,2020-04-30,Gerhard-Rohlfs-Straße/ Breite Straße,"Vietnam ist frei, 1.Mai und Frieden"
2020-04-04,2020-04-04,Kapitel 8 in Richtung Rathaus,Bremer OMAS GEGEN RECHTS
2020-05-01,2020-05-01,Innenstadt - Verbotsverfügung - ,"Grundrechte auch in der Corona-Zeit schützen (wurde verboten, Verbot hielt im einstweiligen Rechtsschutz bis zum BVerfG)"
2020-05-01,2020-05-01,Grünstreifen vor Arbeiterdenkmal/ Lindenhofstraße,"""Der 1. Mai als Feiertag für alle Lohnabhängigen Menschen"""
2020-05-01,2020-05-01,Marktplatz,""" Am 1.Mai - Internationaler Kampftag der Arbeiterklasse"""
2020-05-01,2020-05-01,Wilhelm-Kaisen -Brücke,"""Am 1.Mai auf die Straße . Gemeinsam. Solidarisch. Mit Abstand."""
2020-05-01,2020-05-01,Platz vor dem Gothe Theater,1. Mai Kundgebung
2020-05-01,2020-05-01,Domshof,1. Mai- Kampftag der Arbeiterklasse
2020-05-01,2020-05-01,Weserstadion-Domshof,1. Mai Demonstration-Kundgebung
2020-05-02,2020-05-02,Bahnhofsvorplatz ,""" Wir fordern einen sofortigen Stopp der Luftangriffe der Türkei auf Zivilisten Xakurke Süd Kurdistan/ Nordirak"""
2020-05-02,2020-05-02,Autokorso/ Weserstadion bis Parkplatz ZAST,"Keine Lagerungerbringung von Geflüchteteen! Shut down all camps! Moria schließen, geflüchtete evakuieren! Lindenstraße schließen! Alle Menschen müssen vor Corona geschützt werden!"
2020-05-02,2020-05-02,Marktplatz,In unserem Grundgesetz verbriefte Grundrecht
2020-05-03,2020-05-03,Grünfläche Bahnhofsvorplatz,"Freiheit, Machtbegrenzung & respektvoller Umgang"
2020-05-04,2020-05-04,"vor Dienstgebäude Senatorin für Gesundheit, Frauen und Verbracherschutz",EAE Lindenstraße evakuieren
2020-05-05,2020-05-05,Bahnhofsvorplatz Marktplatz,28. Protesttag gegen Diskriminierung und Gleichstellung behinderter Menschen
2020-05-06,2020-05-06,Marktplatz,Bundesweite Demos für Reisebüros und die Reisebranche
2020-05-07,2020-05-07,Marktplatz,Versöhnung und Abrüstung
2020-05-08,2020-05-08,Marktplatz,Erinnerung an den 75. Jahrestag der Befreiung vom Faschismus
2020-05-08,2020-05-08,Marktplatz,Revolution statt Krieg und Faschismus
2020-05-09,2020-05-09,Gedenkstätte KZ Bahrsplate Blumenthal ,75. Jahrestag der Befreiung vom Faschismus und Krieg
2020-05-09,2020-05-09,Ziegenmarkt-Marktplatz,Stimmungslage
2020-05-09,2020-05-09,Marktplatz,Freiheit für die politischen Gefangenen in Spanien
2020-05-09,2020-05-09,vor den Domtreppen,Frieden im Nahen Osten
2020-05-09,2020-05-09,Bahnhofsvorplatz,"""Wir fordern einen sofortigen Stopp der Luftangriffe der Türkei auf Zivilisten Xakurke Süd Kurdistan/ Nordirak"
2020-05-09,2020-05-09,Autokorso/ Parkallee bis zur Malerstraße,"Autokorso gegen Lockdown, für Öffnung der Geschäfte gegen Immunitätsausweis, Impfpflicht, allg. Maskenplficht"
2020-05-09,2020-05-09,Marktplatz,In unserem Grundgesetz verbriefte Grundrechte
2020-05-12,2020-05-12,Vor der Einfahrt des Klinikum Links der Weser,Mehr Krankenhauspersonal
2020-05-12,2020-05-12,Marktplatz,"Tag der Pflege, Goldener Käfig Pflegeheim"
2020-05-13,2020-05-13,Bahnhofsvorplatz,Wir fordern einen sofortigen Stopp der Luftangriffe der Türkei auf Zivilisten Xakurke Süd Kurdistan/ Nordirak.
2020-05-13,2020-05-13,Marktplatz,Reisebüros in der Krise
2020-05-14,2020-05-14,Marktplatz,Versöhnung und Abrüstung
2020-05-15,2020-05-15,Martkplatz Berliner Freiheit,"Für Impffreiheit, für Freiheiten nach dem Grundgesetz, für Beendigung des Shutdowns"
2020-05-15,2020-05-15,Gerhard-Rohlfs-Straße/ Breite Straße,911. Friedenskundgebung
2020-05-15,2020-05-15,Domsheide,Rüstungshochburg Bremen
2020-05-15,2020-05-15,Eingang der Halle 7,Mahnwache für Klimaschutz anlässlich der Sitzung der Bremer Enquete-Kommission
2020-05-16,2020-05-16,ZBV-Fläche auf der Bürgerweide,In unserem Grundgesetz verbriefte Grundrechte
2020-05-16,2020-05-16,Grasmarkt vor den Treppen des Bremer Doms,Frieden im Nahen Osten
2020-05-18,2020-05-18,Hamburgerstraße - vor der Unterführung zum Osterdeich,Tod und Spiele
2020-05-20,2020-05-20,Marktplatz,Reisebüros in der Krise
2020-05-20,2020-05-20,Bahnhofsvorplatz - Theodor Heuss Allee 10a vor dem Deutsche Bahn Büro,Aktionstag gegen das Kohlekraftwerk Datteln IV
2020-05-20,2020-05-20,Bahnhofsvorplatz,Protestaktionen gegen Zwangsverwaltung kurdischer Städte in der Türkei/Kurdistan
2020-05-21,2020-05-21,Marktplatz,Versöhnung und Abrüstung
2020-05-22,2020-05-22,Gerhard-Rohlfs-Straße/ Breite Straße,912. Friedenskundgebung
2020-05-22,2020-05-22,Obernstraße-Haltestelle am Brill,Tierschutz/gegen Massentierhaltung
2020-05-22,2020-05-22,Oberer Domshof,Zerstörung tropischer Regenwälder für den Sojaanbau zur Verwendung als Tierfutter in der Massentierhaltung
2020-05-23,2020-05-23,Marktplatz,Soziale Veränderung - in Coronazeiten erst recht!
2020-05-23,2020-05-23,ZBV-Fläche auf der Bürgerweide,In unserem Grundgesetz verbriefte Grundrechte
2020-05-23,2020-05-23,Ziegenmarkt im Viertel,Stimmungslage
2020-05-23,2020-05-23,Bahnhofsvorplatz,Protestaktionen gegen die systematische Zerstörung von Guerellagräbern im Kurdistan/Türkei!
2020-05-23,2020-05-23,vor den Domtreppen,Frieden im Nahen Osten
2020-05-23,2020-05-23,Theater am Goetheplatz,Freiheit für die politischen Gefangenen in Spanien
2020-05-25,2020-05-25,Marktplatz,Protest gegen die Probleme und Widersprüche in der Politik der Bundes- und Länderregierungen
2020-05-28,2020-05-28,SPD - Büro in der Obernstraße,Landwirtschaftliche Protestaktion
2020-05-28,2020-05-28,Theater am Goetheplatz,Kundgebung im Gedenken an den kürzlich ermordeten Geroge Floyd
2020-05-28,2020-05-28,NABU Geschäftsstelle im Vahrerfeldweg,Landwirtschaftliche Protestaktion
2020-05-28,2020-05-28,Marktplatz,Versöhnung und Abrüstung
2020-05-29,2020-05-29,Bremer Marktplatz  - Osterdeich - Bremer Marktplatz,Verkehrswende statt Abwrackprämie
2020-05-29,2020-05-29,Gerhard-Rohlfs-Straße/ Breite Straße,913. Friedenskundgebung
2020-05-30,2020-05-30,Bahnhofsvorplatz,Wir fordern einen sofortigen Stopp der Luftangriffe der Türkei auf Zivilisten in  Xakurke Süd Kurdistan/ Nordirak
2020-05-30,2020-05-30,Grasmarkt vor den Treppen des Bremer Doms,Frieden im Nahen Osten
2020-05-30,2020-05-30,Marktplatz,Gesellschaft stärken durch hoffnung im Glauben - geht das?
2020-05-30,2020-05-30,ZBV-Fläche auf der Bürgerweide,Unsere im Grundgesetz verbrieften Grundrechte
2020-06-02,2020-06-02,Bahnhofsvorplatz,Protest gegen kurdenfeindliche Gewaltfälle in der Türkei
2020-06-02,2020-06-02,Marktplatz,Protest anlässlich der Koalitionsverhandlungen über weitere Rettungsschirme für die Wirtschaft
2020-06-02,2020-06-02,Theater am Goetheplatz - Delmemarkt,"Gerechtigkeit für George Floyd, ein solidarisches Zeichen setzen im Gedenken an alle Opfer rassistischer Gewalt"
2020-06-03,2020-06-03,Marktplatz,Reisebüros in der Krise
2020-06-04,2020-06-04,Marktplatz,Versöhnung und Abrüstung
2020-06-05,2020-06-05,Gerhard-Rohlfs-Straße/ Breite Straße,914. Friedenskundgebung
2020-06-05,2020-06-05,Bremer Hauptbahnhof - Marktplatz Bremen,Faires Abi 2020
2020-06-06,2020-06-06,Ziegenmarkt im Viertel,Stimmungslage
2020-06-06,2020-06-06,Marktplatz vor der Bürgerschaft,"Die OMAS GEGEN RECHTS Bremen zeigen auch in Corona-Zeiten Gesicht mit Abstand, Maske und Schild!"
2020-06-06,2020-06-06,Grasmarkt vor den Treppen des Bremer Doms,Frieden im Nahen Osten
2020-06-06,2020-06-06,Bahnhofsvorplatz,Gewalt gegen Frauen und die zerstörerischen Auswirkungen von Krieg
2020-06-06,2020-06-06,Marktplatz,Unsere im Grundgesetz verbrieften Grundrechte
2020-06-06,2020-06-06,Kreuzung: Osterdeich / Altenwall / Tiefer,Klimakatastrophe
2020-06-06,2020-06-06,Neben der Glocke an der Domsheide,Freiheit für die katalanischen politischen Gefangenen
2020-06-08,2020-06-08,Marktplatz,Protest gegen die Probleme und Widersprüche in der Politik der Bundes- und Länderregierungen
2020-06-11,2020-06-11,Marktplatz,Versöhnung und Abrüstung
2020-06-12,2020-06-12,Gerhardt-Rohlfs Straße,915. Friedenskundgebung
2020-06-12,2020-06-12,Am Wall gegenüber dem Verwaltungsgericht,Freie Meinungsäußerung
2020-06-13,2020-06-13,Platz vor dem Haven Höövt,"Gedenkkundgebung für Ismail Yasar, Abdurrahim Özüdogru und Theodoros Boulgarides"
2020-06-13,2020-06-13,Bahnhofsvorplatz,Solidarität für Turgut Öker
2020-06-13,2020-06-13,Violenstraße 24,Gedenkkundgebung für einen Obdachlosen
2020-06-13,2020-06-13,Marktplatz,Unsere im Grundgesetz verbrieften Grundrechte
2020-06-14,2020-06-14,Marktplatz,Protest gegen die iranische Regierung für mehr Menschenrechte
2020-06-15,2020-06-15,Platz der deutschen Einheit,Gegen die Angriffe des türkischen Regimes auf Südkurdistan
2020-06-15,2020-06-15,"Platz vor der Glocke, Domsheide",Gegen jede Form von Raissismus gegenüber Afghan*innen
2020-06-17,2020-06-17,Vor dem Eingangsbereich der Gesundheitssenatorin am Contrascarpe72,Bremer Bündnis für mehr Personal im Krankenhaus
2020-06-17,2020-06-17,Domsheide - Martinistraße - Tiefer - Börsenhof A,Studienbedingungen zu Corona-Zeiten
2020-06-17,2020-06-17,Platz der deutschen Einheit,Protest gegen türkische Luftangriffe
2020-06-18,2020-06-18,Platz der deutschen Einheit,Protest gegen türkische Luftangriffe
2020-06-18,2020-06-18,Marktplatz,Versöhnung und Abrüstung
2020-06-19,2020-06-19,Platz der deutschen Einheit,Protest gegen türkische Luftangriffe
2020-06-19,2020-06-19,Gerhardt-Rohlfs Straße,916. Friedenskundgebung
2020-06-19,2020-06-19,Neben der Glocke an der Domsheide,"Für die Rechte, Freilassung, Freiheit aller politischen Gefangenen weltweit"
2020-06-19,2020-06-19,Marktplatz Bremen-Osterholz,Lichterketten
2020-06-19,2020-06-19,Domsheide,Rüstungshochburg Bremen
2020-06-20,2020-06-20,Platz der deutschen Einheit,Protest gegen türkische Luftangriffe
2020-06-20,2020-06-20,Kreuzung Osterdeich / Altenwall / Tiefer,Swarming
2020-06-20,2020-06-20,Martinianleger - Osterdeichwiesen,blacklivesmatter gegen Rassismus
2020-06-20,2020-06-20,Auf dem Bahnhofsvorplatz - Herdentorsteinweg - Schüsselkorb - Domsheide - Marktplatz,Gegen den Völkermord des türkischen Staates
2020-06-20,2020-06-20,Marktplatz,Veganismus
2020-06-20,2020-06-20,Auf dem Bahnhofsvorplatz,Freiheit für politische Gefangene in Spanien
2020-06-20,2020-06-20,Ziegenmarkt,Stimmungslage
2020-06-20,2020-06-20,Grasmarkt vor den Domtreppen,Frieden im Nahen Osten
2020-06-20,2020-06-20,Grasmarkt vor den Domtreppen,"Die OMAS GEGEN RECHTS Bremen zeigen auch in Corona-Zeiten Gesicht mit Abstand, Maske und Schild!"
2020-06-20,2020-06-20,Auf dem Platz vor der Sparkasse am Brill,Solidarität mit den syrischen Aktivisten
2020-06-20,2020-06-20,Marktplatz,In unserem Grundgesetz verbriefte Grundrechte
2020-06-22,2020-06-22,Goethe-Platz,Freie Fahrt für Freiwillige
2020-06-23,2020-06-23,Marktplatz,Situation der Stahlindustrie
2020-06-24,2020-06-24,Airbus Gelände,Geplanter Personalabbau in der Luftfahrtindustrie
2020-06-24,2020-06-24,Marktplatz,Presseaktion zur Tarifrunde 2020 im Baugewerbe
2020-06-25,2020-06-25,Marktplatz,Versöhnung und Abrüstung
2020-06-26,2020-06-26,Gerhardt-Rohlfs Straße,917. Friedenskundgebung
2020-06-26,2020-06-26,Marktplatz - Obernstraße - Am Brill - Obernstraße - Marktplatz,Tierschutz/gegen Massentierhaltung
2020-06-26,2020-06-26,Osterdeich,Cubas Ärzte bekämpfen Corona und andere Krankheiten weltweit
2020-06-26,2020-06-26,Stadthalle Bremen,Mahnwache vor der Sitzung der Enquete Kommission
2020-06-26,2020-06-26,Vor der Kirchenkanzlei BEK Franziuseck,Aufruf aus Palästina: Schrei nach Hoffnung an Kirchen weltweit
2020-06-27,2020-06-27,Platz vor der Berliner Freiheit,Gedenkkundgebung für Süleyman Tasköprü - vom NSU ermordet
2020-06-27,2020-06-27,Osterdeichwiesen,Antischwarzer Rassismus und Polizeigewalt
2020-06-27,2020-06-27,Grasmarkt vor den Domtreppen,Frieden im Nahen Osten
2020-06-27,2020-06-27,Marktplatz,In unserem Grundgesetz verbriefte Grundrechte
2020-06-27,2020-06-27,"Platz vor der Glocke, Domsheide",Solidarität mit dem belarussischen Volk für faire Wahlen
2020-06-27,2020-06-27,Auf dem Platz vor der Sparkasse am Brill,Solidarität mit den syrischen Häftlingen
2020-06-27,2020-06-27,Hanseatenhof,Life after Corona - Welche Wünsche und Visionen haben die Menschen nach der Coronakrise
2020-06-27,2020-06-27,Platz der deutschen Einheit,Gegen den tödlichen Drohnenangriff des türkischen Staates auf drei Frauen in Kobane
2020-06-30,2020-06-30,Kreuzung St.Jürgen-Straße Ecke Humboldtstraße,Zebrastreifenaktion
2020-07-01,2020-07-01,Marwa El Sherbini-Platz im Bremer Steintor,Eröffnung eines Gedenkpavillons am Marwa El Sherbini-Platz
2020-07-01,2020-07-01,Rudolf-Hilferding-Platz,Forderungsübergabe an den Kommunalen Arbeitgeberverband (KAV) Bremen
2020-07-02,2020-07-02,Am Brill - Obernstraße - Marktplatz - Domsheide - Goethe-Theater - Kreuzung Sielwall/Buntentorsteinweg,Soziale Gerechtigkeit
2020-07-03,2020-07-03,Sögestraße - Obernstraße - Papenstraße - Knochenhauerstr. - Kleine Hundestr. - Pelzerstr. - Sögestraße,5 vor 12 für die Bremer Innenstadt
2020-07-03,2020-07-03,Platz rechts neben der Glocke,"Tierrechte und Tierschutz, Schließung des Schlachtbetriebes Tönnies"
2020-07-03,2020-07-03,Gerhardt-Rohlfs Straße,918. Friedenskundgebung
2020-07-03,2020-07-03,Marktplatz,"Landwirtschaft und Lebensmittel in Bremen und Deutschland, Steigerung der Nachfrage nach regionalen Lebensmitteln"
2020-07-04,2020-07-04,Auf dem Bahnhofsvorplatz,Freiheit für politische Gefangene in Spanien
2020-07-04,2020-07-04,Platz der deutschen Einheit,Gegen die Besetzung des türkischen Staates auf Südkurdistan!
2020-07-04,2020-07-04,Marktplatz,"Grundrechte, Freiheit, Menschenwürde und Zusammenhalt in der Gesellschaft"
2020-07-04,2020-07-04,Osterdeichwiesen ,Antischwarzer Rassismus und Polizeigewalt
2020-07-04,2020-07-04,Grasmarkt,"Die OMAS GEGEN RECHTS Bremen zeigen auch in Corona-Zeiten Gesicht mit Abstand, Maske und Schild!"
2020-07-04,2020-07-04,Marktplatz,Tierrechte
2020-07-04,2020-07-04,Grasmarkt,Frieden im Nahen Osten
2020-07-04,2020-07-04,Ziegenmarkt,Public Mic
2020-07-05,2020-07-05,Marktplatz,Faire Wahlen in Belarus
2020-07-06,2020-07-06,Stadthalle Bremen vor Halle 7,Mahnwache vor der Sitzung der Enquete Kommission
2020-07-06,2020-07-06,Marktplatz,Probleme und Widersprüche in der Politik der Bundes- und Länderregierungen
2020-07-08,2020-07-08,Bürgerweide vor Halle 7,Weniger ist Mehr. Deshelab jetzt aus Corona lernen: Kleinere Lerngruppen für bessere Lernerfolge. Für nachhaltige Schulöffnung
2020-07-08,2020-07-08,Scharnhorststr. 79,Gegen die Planung einer Durchfahrtsstraße von der Scharnhorststraße zum Wohnpark Schwachhausen zwischen Tennishalle BTV 1896 und dem Haus Scharnhorststraße 79
2020-07-08,2020-07-08,Bürgerweide vor Halle 7,Bremen Fonds ökologisch und klimafreundlich ausrichten
2020-07-08,2020-07-08,Airbusgelände - Cornelius-Edzard-Str. - Airbus-Alllee,Geplanter Personalabbau im Airbus Konzern
2020-07-09,2020-07-09,Kreuzung Herdentorsteinweg - Breitenweg,Verkehrssicherheit - In Gedenken an die Opfer von Verkehrsunfällen
2020-07-10,2020-07-10,Roland - Viertel - Osterdeich - Schlachte - Am Brill - Bahnhof - Obernstraße,Tierschutz / Gegen Massentierhaltung
2020-07-10,2020-07-10,Gerhardt-Rohlfs Straße,919. Friedenskundgebung
2020-07-11,2020-07-11,Platz der deutschen Einheit - anschliessend Aufzug zum Marktplatz,Gegen die Besetzung des türkischen Staates auf Südkurdistan!
2020-07-11,2020-07-11,Grasmarkt,Frieden im Nahen Osten
2020-07-12,2020-07-12,Friedrich-Ebert-Straße /Ecke Am Deich,Rettung der 136 Platanen Am Deich
2020-07-17,2020-07-17,Gerhardt-Rohlfs Straße,920. Friedenskundgebung
2020-07-18,2020-07-18,Grasmarkt,Frieden im Nahen Osten
2020-07-24,2020-07-24,Gerhardt-Rohlfs Straße,921. Friedenskundgebung
2020-07-25,2020-07-25,Marktplatz,"Grundrechte, Freiheit, Menschenwürde und Zusammenhalt in der Gesellschaft"
2020-07-25,2020-07-25,Grasmarkt,Frieden im Nahen Osten
2020-07-31,2020-07-31,Gerhardt-Rohlfs Straße,922. Friedenskundgebung
2020-08-01,2020-08-01,Bahnhofsvorplatz,Gesellschaftspolitische Themen im Einklang mit der Bibel
2020-08-01,2020-08-01,Platz der deutschen Einheit bis zum Marktplatz,Jahrestag des genozids an den Eziden im Irak
2020-08-01,2020-08-01,Grasmarkt,Frieden im Nahen Osten
2020-08-03,2020-08-03,Rembertiring 27 - Breitenweg - Martinistraße - Schlachte,Tarifverhandlungen in der Wohnwirtschaft
2020-08-03,2020-08-03,Markplatz,Probleme und Widersprüche in der Politik der Bundes- und Länderregierungen
2020-08-03,2020-08-03,Platz der deutschen Einheit,Gedenktag an das 74-jährige Genozid an den Jeziden im Irak
2020-08-05,2020-08-05,Neustadtwallanlagen - Friedrich-Ebert-Straße - Wilhelm-Kaisen-Brücke - Domsheide - Marktplatz,Hilfe für die Veranstaltungswirtschaft
2020-08-06,2020-08-06,Neuwiderstr. 3 Osterholz-Tenever,Nachbarn laden Nachbarn ein
2020-08-06,2020-08-06,Goethe-Platz,75 Jahrestag Atombombe Hiroshima
2020-08-06,2020-08-06,zwischen Kunsthalle und Gerhard-Marcks-Haus,Hiroshima-Gedenken
2020-08-06,2020-08-06,Markplatz,"Frieden, Versöhnung und Abrüstung"
2020-08-07,2020-08-07,Nelson Mandela Park,Aufstand mit Abstand - Klima retten
2020-08-07,2020-08-07,Gerhardt-Rohlfs Straße,923. Friedenskundgebung
2020-08-07,2020-08-07,Nelson Mandela Park,"Klimagerechtigkeit, Klimazerstörung, Kapitalismuskritik"
2020-08-08,2020-08-08,Aufzugsstrecke unbekannt,Gegen Stigmatisierung von Menschen mit HIV
2020-08-08,2020-08-08,rechts neben der Glocke an der Domsheide,Freiheit für politische Gefangene in Spanien
2020-08-08,2020-08-08,Marktplatz,Grundrechte wiederherstellen
2020-08-08,2020-08-08,Marktplatz,Klimakrise
2020-08-08,2020-08-08,Marktplatz,Zusammenhang zwischen Pandemie und industrieller Tierhaltung
2020-08-08,2020-08-08,Grasmarkt,Frieden im Nahen Osten
2020-08-12,2020-08-12,Neustadtwallanlagen - Friedrich-Ebert-Straße - Wilhelm-Kaisen-Brücke - Domsheide - Marktplatz,Hilfe für die Veranstaltungswirtschaft
2020-08-14,2020-08-14,Marktplatz,Social Distancing
2020-08-14,2020-08-14,Gerhardt-Rohlfs Straße,924. Friedenskundgebung
2020-08-15,2020-08-15,Marktplatz,Tierrechte
2020-08-15,2020-08-15,Am Ziegenmarkt - Innenresort (Contrescape),Soziale Gerechtigkeit
2020-08-15,2020-08-15,rechts neben der Glocke an der Domsheide,Stop der Gewalt in Belarus
2020-08-15,2020-08-15,Grasmarkt,Frieden im Nahen Osten
2020-08-16,2020-08-16,rechts neben der Glocke an der Domsheide,Stop der Gewalt in Belarus
2020-08-18,2020-08-18,Restaurant Chapeau la Vache,Tierqualen
2020-08-19,2020-08-19,auf dem Platz der LdW-Straßenbahnhaltestelle 4,Mehr Personal im Krankenhaus
2020-08-19,2020-08-19,Neustadtwallanlagen - Friedrich-Ebert-Straße - Wilhelm-Kaisen-Brücke - Domsheide - Marktplatz,Hilfe für die Veranstaltungswirtschaft
2020-08-19,2020-08-19,Bremen Huckelriede bis zum Marktplatz,Erinnerung an den Terroranschlag in Hanau
2020-08-20,2020-08-20,Markplatz,"Frieden, Versöhnung und Abrüstung"
2020-08-21,2020-08-21,Marktplatz,Befreiung der polnischen Gefangenen in Belarus
2020-08-21,2020-08-21,Knochenhauerstraße bis in die Sögestraße,Produktionsbedingungen in der Textilindustrie
2020-08-21,2020-08-21,Gerhardt-Rohlfs Straße,925. Friedenskundgebung
2020-08-21,2020-08-21,Platz Am Kaffeequartier,Kundgebung zur Tarifrunde im Bauhauptgewerbe
2020-08-22,2020-08-22,Fehrfeld - Rembertistraße ,Take back the night - CSD ist queer - feministisch
2020-08-22,2020-08-22,Grasmarkt,Frieden im Nahen Osten
2020-08-22,2020-08-22,Ziegenmarkt bis zum Markt an der Delmestraße ,Earth Overshoot Day
2020-08-26,2020-08-26,Neustadtwallanlagen - Friedrich-Ebert-Straße - Wilhelm-Kaisen-Brücke - Domsheide - Marktplatz,Hilfe für die Veranstaltungswirtschaft
2020-08-27,2020-08-27,Markplatz,"Frieden, Versöhnung und Abrüstung"
2020-08-28,2020-08-28,Flakes Eventfabrik - vor dem Tor 3,Mahnwache vor der Sitzung der Enquete Kommission
