Datum,Beginn,Ende,Ort,Veranstalter,Thema,Teilnehmer
6/11/22,13:00,16:30,"Kirchgasse Ecke Faulbrunnenstraße, 65183 Wiesbaden",Albert Schweitzer Stiftung für unsere Mitwelt,Tierrecht / gegen Massentierhaltung,10
6/11/22,13:45,16:15,"Kirchgasse 6, 65183 Wiesbaden",Activists for the Victims e. V.,Tierrechte / Veganismus,15-20
6/11/22,14:00,16:00,"Schulgasse Ecke Neugasse, 65183 Wiesbaden",Mahnwache Demokratie WI RTK,"Corona Maßnahmen, drohender Impfzwang",12
6/13/22,8:30,16:30,"Dernsches Gelände, 65183 Wiesbaden",Hagen Kopp,Mahnwache zum Untersuchungsausschuss zu Hanau,30
6/13/22,19:15,19:45,"Theodor-Heuss-Brücke, 55252 Mainz-Kastel, bis Theodor-Heuss-Brücke, 55252 Mainz-Kastel",Mainzer Schilderlauf,Mainzer Schilderlauf,100
6/14/22,8:45,10:15,"Reisinger Anlage, 65185 Wiesbaden",Vereinte Dienstleistungsgewerkschaft ver.di,Aktionstag Hessischer Lohntarifvertrag,80
6/14/22,20:00,0:00,"Hauptbahnhof, 65185 Wiesbaden bis Kirchenreulchen, 65183 Wiesbaden",Verein zur Förderung sozial und gesundheitlich benachteiligter Menschen in Mainz und Umgebung e.V.,Solidarität mit Obdachlosen Menschen in Wiesbaden,50
6/23/22,16:00,18:00,"Dernsches Gelände, 65183 Wiesbaden",Arnulf Dietl,"gegen Putins Angriffskrieg, für ein vereintes Europa",10-30
6/25/22,13:45,17:15,"Langgasse 31-33, 65183 Wiesbaden",Activists for the Victims e. V.,Tierrechte / Veganismus,15-20
6/25/22,14:00,16:00,Langgasse Ecke Schulgasse,Mahnwache Demokratie WI RTK,"Corona Maßnahmen, drohender Impfzwang",12
6/25/22,14:00,17:00,"Michelsberg, 65183 Wiesbaden, bis Kirchgasse, 65183 Wiesbaden",Pottershaus Wiesbaden e. V.,Christus für alle Nationen,35-175
6/30/22,15:00,17:00,"Dernsches Gelände, 65183 Wiesbaden",Arnulf Dietl,"gegen Putins Angriffskrieg, für ein vereintes Europa",10-30
7/4/22,9:30,18:00,"Dernsches Gelände, 65183 Wiesbaden",Hagen Kopp,Mahnwache zum Untersuchungsausschuss zu Hanau,30
7/4/22,19:15,19:45,"Theodor-Heuss-Brücke, 55252 Mainz-Kastel, bis Theodor-Heuss-Brücke, 55252 Mainz-Kastel",Mainzer Schilderlauf,Mainzer Schilderlauf,100
7/5/22,8:30,16:00,"Mainzer Straße 124, 65189 Wiesbaden",Stella Vittali,Gegen die Kriminalität von Klimaprotest,20
7/5/22,9:30,12:00,"Bahnhofsplatz, 65185 Wiesbaden, bis Wilhelmstraße 10, 65185 Wiesbaden",Bürgerinitiative gegen die Vollsperrung der L3011 in Lorsbach,BI gegen Vollsperrung der L3011,50-70
7/7/22,15:00,17:00,"Dernsches Gelände, 65183 Wiesbaden",Arnulf Dietl,"gegen Putins Angriffskrieg, für ein vereintes Europa",10-30
7/9/22,13:00,16:30,"Kirchgasse 48-52, 65183 Wiesbaden",Albert Schweitzer Stiftung für unsere Mitwelt,Tierrecht / gegen Massentierhaltung,10
7/9/22,14:00,17:30,"Schulgasse Ecke Neugasse, 65183 Wiesbaden","Mahnwache Demokratie Wiesbaden RTK e. V,","Corona Maßnahmen, drohender Impfzwang",20
7/9/22,13:45,17:15,"Langgasse 31-33, 65183 Wiesbaden",Activists for the Victims e. V.,Tierrechte / Veganismus,15-20
7/12/22,14:00,16:30,"Dernsches Gelände, 65183 Wiesbaden",dielinke.SDS Hessen,Wir sind noch da - für unabhängige Unis und eine starke Studischaft,250
7/14/22,15:00,17:00,"Dernsches Gelände, 65183 Wiesbaden",Arnulf Dietl,"gegen Putins Angriffskrieg, für ein vereintes Europa",10-30
7/15/22,10:30,12:30,"Marktplatz, 65183 Wiesbaden",Junge Liberale Hessen,Änderung des hessischen Sicherheitsgesetzes,50
7/16/22,16:00,17:30,"Kirchgasse Ecke Faulbrunnenstraße, 65183 Wiesbaden",Pottershaus Wiesbaden e. V.,Frieden in unfriedlichen Zeiten,20
7/18/22,8:30,17:30,"Dernsches Gelände, 65183 Wiesbaden",Hagen Kopp,Mahnwache zum Untersuchungsausschuss zu Hanau,30
7/21/22,15:00,17:00,"Dernsches Gelände, 65183 Wiesbaden",Arnulf Dietl,"gegen Putins Angriffskrieg, für ein vereintes Europa",10-30
7/21/22,18:00,19:30,"Im Wiesengrund 14, 65199 Wiesbaden",Katharina Wender,AfD wegbassen,5-50
7/23/22,13:45,17:15,"Kirchgasse 6, 65183 Wiesbaden",Activists for the Victims e. V.,Tierrechte / Veganismus,15-20
7/25/22,10:00,13:00,"Schlossplatz, 65183 Wiesbaden, bis Schlossplatz, 65183 Wiesbaden",Handiclapped-Kultur Barrierefrei e. V.,Inklusion Rockt und Rollt,100
7/28/22,15:00,17:00,"Dernsches Gelände, 65183 Wiesbaden",Arnulf Dietl,"gegen Putins Angriffskrieg, für ein vereintes Europa",10-30
8/4/22,15:00,17:00,"Dernsches Gelände, 65183 Wiesbaden",Arnulf Dietl,"gegen Putins Angriffskrieg, für ein vereintes Europa",10-30
8/6/22,13:45,17:15,"Kirchgasse 6, 65183 Wiesbaden",Activists for the Victims e. V.,Tierrechte / Veganismus,15-20
8/11/22,11:40,12:55,"Aarstraße, 65195 Wiesbaden, bis Mosbacher Straße 65187 Wiesbaden",Tour de Natur c/o Grüne Liga Dresden/Oberes Elbtal e. V.,Umwelt- und sozialverträgliche Verkehrspolitik und Lebensweise,120-150
8/11/22,15:00,17:00,"Mauergasse, 65183 Wiesbaden",Arnulf Dietl,"gegen Putins Angriffskrieg, für ein vereintes Europa",10-30
8/12/22,9:30,11:05,"Mosbacher Straße, 65187 Wiesbaden, bis Wallauer Weg, 65205 Wiesbaden",Tour de Natur c/o Grüne Liga Dresden/Oberes Elbtal e. V.,Umwelt- und sozialverträgliche Verkehrspolitik und Lebensweise,120-150
8/13/22,12:00,18:00,"Kirchgasse Ecke Faulbrunnenstraße, 65183 Wiesbaden",Ärzte gegen Tierversuche e. V.,Europa ohne Tierversuche - Europäische Bürgerinitiative,6-8
8/13/22,13:00,16:30,"Kirchgasse 50-52, 65183 Wiesbaden",Albert Schweitzer Stiftung für unsere Mitwelt,Tierrecht / gegen Massentierhaltung,10
8/18/22,15:00,17:00,Mauergasse,Arnulf Dietl,"gegen Putins Angriffskrieg, für ein vereintes Europa", 10 - 30
8/20/22,13:45,17:15,"Kirchgasse 6, 65183 Wiesbaden",Activists for the Victims e. V.,Tierrechte / Veganismus,15 - 20
8/24/22,18:30,20:30,Theodor-Heuss-Brücke,Ukrainischer Verein in Mainz e. V.,Stand with Ukraine,200
8/27/22,13:00,15:00,"Schulgasse Ecke Neugasse, 65183 Wiesbaden","Mahnwache Demokratie Wiesbaden RTK e. V,",Erhaltung unserer Grundrechte,30
8/27/22,16:00,17:30,"Kirchgasse Ecke Faulbrunnenstraße, 65183 Wiesbaden",Pottershaus Wiesbaden e. V.,Frieden in unfriedlichen Zeiten,20
8/28/22,9:30,18:00,"Friedberg / Hanau / Darmstadt über Frankfurt am Main bis Reisinger Anlage, 65185 Wiesbaden",Verkehrswende Hessen,Rad-Sternfahrt: Verkehrswende Hessen - JETZT!,5.000-10.000
9/1/22,17:00,19:00,"Hauptbahnhof, 65185 Wiesbaden",Die LINKE,Demo für Frieden und Abrüstung - Antikriegstag,25
9/1/22,15:00,17:00,Mauergasse,Arnulf Dietl,"gegen Putins Angriffskrieg, für ein vereintes Europa", 10 - 30
9/3/22,14:00,17:00,"Kirchgasse Ecke Faulbrunnenstraße, 65183 Wiesbaden",Pottershaus Wiesbaden e. V.,Frieden in unfriedlichen Zeiten,40
9/3/22,13:00,15:00,"Schulgasse Ecke Neugasse, 65183 Wiesbaden","Mahnwache Demokratie Wiesbaden RTK e. V,",Erhaltung unserer Grundrechte,35
9/4/22,13:00,17:00,"Mainz-Kostheim, Ludwigsplatz bis Steinern Straße",Dorina Diestelkamp,"Naturrecht, Frauenrechte ,Spaltung, Rassismus ,Salafismus, Hetze gegen andere Religionen , Gewalt Freiheit Frieden für die Mitbürger", 2-10
9/5/22,12:00,15:30,Dernsches Gelände,Hagen Kopp,Mahnwache zum Untersuchungsausschuss zu Hanau,30
9/8/22,15:00,17:00,"Mauergasse, 65183 Wiesbaden",Arnulf Dietl,"gegen Putins Angriffskrieg, für ein vereintes Europa",10-30
9/8/22,12:00,14:00,"Kirchgasse, 65183 Wiesbaden",Bürgerrechtsbewegung Solidarität,Zum 100. Geburtstag vom Lyndon LaRouche,10-15
9/9/22,8:45,9:20,"Rheinstraße 23-25, 65185 Wiesbaden",Deutsche Orchestervereinigung,#Aktion999#GoodPlayFairPay,7
9/10/22,13:00,15:00,"Schulgasse Ecke Neugasse, 65183 Wiesbaden","Mahnwache Demokratie Wiesbaden RTK e. V,",Erhaltung unserer Grundrechte,35
9/11/22,11:00,12:00,"Theodor-Heuss-Brücke, 55252 Mainz-Kastel, bis Theodor-Heuss-Brücke, 55252 Mainz-Kastel",Bündnis Pflegeaufstand RLP,Pflegenotstand ,1.200
9/15/22,15:00,17:00,"Mauergasse, 65183 Wiesbaden",Arnulf Dietl,"gegen Putins Angriffskrieg, für ein vereintes Europa",10-30
9/17/22,13:00,16:30,"Kirchgasse/Faulbrunnenstraße, Wiesbaden",Albert Schweitzer Stiftung für unsere Mitwelt,Tierrecht/gegen Massentierhaltung,10
9/17/22,13:45,17:15,"Mauritiusplatz, 65183 Wiesbaden",Activists for the Victims e. V.,Tierrechte / Veganismus, 15-20
9/17/22,13:00,15:00,"Schulgasse Ecke Neugasse, 65183 Wiesbaden","Mahnwache Demokratie Wiesbaden RTK e. V,",Erhaltung unserer Grundrechte,35
9/17/22,16:00,20:00,Steinern Straße bis Ludwigsplatz,Dorina Distelkamp,"Naturrecht, Frauenrechte ,Spaltung, Rassismus ,Salafismus, Hetze gegen andere Religionen , Gewalt Freiheit Frieden für die Mitbürger", 2-20
9/18/22,10:00,22:00,"Rheinufer, 55252 Mainz-Kastel",Cindy Rico Carmona,Aktionstag für das gute Leben,100
9/20/22,11:00,14:00,"Reisinger Anlage, 65185 Wiesbaden, bis Dernsches Gelände, 65185 Wiesbaden",ver.di,Gute Finanzierung des Gesundheitssystems,300
9/21/22,8:00,20:00,"Marktplatz, 65183 Wiesbaden",Sozialverband Vdk Hessen-Thüringen,Bessere Rahmenbedingungen für pflegende Menschen,30
9/22/22,15:00,17:00,"Mauergasse, 65183 Wiesbaden",Arnulf Dietl,"gegen Putins Angriffskrieg, für ein vereintes Europa",10-30
9/23/22,12:00,20:00,Bahnhof über Luisenplatz zum Kulturpark,Fridaysforfuture Wiesbaden,"Klimagerechtigkeit unter dem Motto ""peoplenotprofit""",2.000
9/17/22,13:00,15:00,"Schulgasse Ecke Neugasse, 65183 Wiesbaden","Mahnwache Demokratie Wiesbaden RTK e. V,",Erhaltung unserer Grundrechte,35
9/25/22,15:00,16:15,Kranzplatz bis Bowling Green,ADFC Wiesbaden,Kidical Mass Wiesbaden,300
9/26/22,8:00,16:00,Dernsches Gelände,Hagen Kopp,Mahnwache zum Untersuchungsausschuss zu Hanau,30
9/29/22,15:00,17:00,"Mauritiusplatz, 65183 Wiesbaden",Arnulf Dietl,"gegen Putins Angriffskrieg, für ein vereintes Europa",10-30
10/1/22,11:00,18:00,"Bahnhofsplatz, 65185 Wiesbaden, bis Bahnhofsplatz, 65185 Wiesbaden",Animal Rights Watch e. V.,Wiesbaden Pelzfrei Tierrechtsdemo,150-300
10/1/22,13:00,15:00,"Schulgasse Ecke Neugasse, 65183 Wiesbaden","Mahnwache Demokratie Wiesbaden RTK e. V,",Erhaltung unserer Grundrechte,35
10/2/22,16:00,18:00,Dernsches Gelände,Bündnis für Frieden und soziale Gerechtigkeit,Mahnwache für Frieden und Gerechtigkeit,50-100
10/7/22,16:00,18:00,Theodor-Heuss-Brücke bis Reduit,"Mädchenarbeitskreis der Landeshauptstadt Wiesbaden, Amt für Soziale Arbeit",Aktionsmarsch anlässlich des Internationalen Mächentags 2022,350
10/8/22,13:00,17:00,"Kirchgasse vor Galeria, 65183 Wiesbaden",DGB Wiesbaden Rheingau-Taunus / Mieterbund Wiesbaden,Aktionstag Mietenstopp,30
10/8/22,13:00,15:00,"Schulgasse Ecke Neugasse, 65183 Wiesbaden","Mahnwache Demokratie Wiesbaden RTK e. V,",Erhaltung unserer Grundrechte,35
10/8/22,16:00,17:30,"Marktstraße Ecke Langgasse, 65183 Wiesbaden",Pottershaus Wiesbaden e. V.,Friede in unfriedlichen Zeiten,20
10/9/22,16:00,18:00,Dernsches Gelände,Bündnis für Frieden und soziale Gerechtigkeit,Mahnwache für Frieden und Gerechtigkeit,50-100
10/11/22,11:00,14:00,"Reisinger Anlagen - Bahnhofstr. - Dernsches Gelände, geändert: Marktplatz zw. Rathaus und Marktkirche",ver.di,Corona Prämie für die Hessen,80
10/14/22,11:00,16:00,Dernsches Gelände,,Mahnwache zum Untersuchungsausschuss zu Hanau,30
10/15/22,13:00,15:00,"Schulgasse Ecke Neugasse, 65183 Wiesbaden","Mahnwache Demokratie Wiesbaden RTK e. V,",Erhaltung unserer Grundrechte,35
10/15/22,13:45,17:15,"Mauritiusplatz, 65183 Wiesbaden",Activists for the Victims e. V.,Tierrechte / Veganismus,15-20
10/16/22,16:00,18:00,Dernsches Gelände,Bündnis für Frieden und soziale Gerechtigkeit,Mahnwache für Frieden und Gerechtigkeit,50-100
10/20/22,15:00,17:00,"Mauritiusplatz, 65183 Wiesbaden",Arnulf Dietl,"gegen Putins Angriffskrieg, für ein vereintes Europa",10-30
10/21/22,17:00,19:00,"Mauritiusplatz, 65183 Wiesbaden",DIE LINKE Wiesbaden,Energiepreiskrise,10
10/22/22,13:00,15:00,"Schulgasse Ecke Neugasse, 65183 Wiesbaden",Mahnwache Demokratie WI RTK e. V.,Erhaltung unserer Grundrechte,35
10/23/22,16:00,18:00,"Dernsches Gelände, 65183 Wiesbaden",Bündnis für Frieden und Soziale Gerechtigkeit,Mahnwache für Frieden und Soziale Gerechtigkeit,20-50
10/27/22,15:00,17:00,"Mauritiusplatz, 65183 Wiesbaden",Arnulf Dietl,"gegen Putins Angriffskrieg, für ein vereintes Europa",10-30
10/27/22,15:30,17:00,"Langgasse 21, 65183 Wiesbaden",LeuchtturmARD,Für eine freie und unabhängige Medienberichterstattung,3-20
10/28/22,13:00,18:00,"Mauritiusplatz, 65183 Wiesbaden",Bürgerbewegung PAX EUROPA e. V.,Aufklärung über politischen Islam,50
10/28/22,13:00,18:00,"Schulgasse Ecke Kirchgasse, 65183 Wiesbaden",Katharina Wender,Gegen Rechte Hetze,20-50
10/29/22,13:00,15:00,"Schulgasse Ecke Neugasse, 65183 Wiesbaden",Mahnwache Demokratie WI RTK e. V.,Erhaltung unserer Grundrechte,35
10/29/22,13:00,16:30,"Kirchgasse Ecke Faulbrunnenstraße, 65183 Wiesbaden",Albert Schweitzer Stiftung für unsere Mitwelt,Tierrecht / gegen Massentierhaltung,10
10/29/22,13:45,17:15,"Mauritiusplatz, 65183 Wiesbaden",Activists for the Victims e. V.,Tierrechte / Veganismus,15-20
10/29/22,14:00,17:00,"Platz der Deutschen Einheit, 65183 Wiesbaden, bis Mauritiusplatz, 65183 Wiesbaden",Katharina Wender,Aufstände im Iran,50-150
10/30/22,16:00,18:00,"Dernsches Gelände, 65183 Wiesbaden",Bündnis für Frieden und Soziale Gerechtigkeit,Mahnwache für Frieden und Soziale Gerechtigkeit,10-50
10/31/22,9:30,11:00,"Stielstraße, 65201 Wiesbaden, bis Stielstraße, 65201 Wiesbaden",IG Metall Mainz-Wiesbaden,Tarifrunde der Metall- und Elektroindustrie,500
10/31/22,10:30,16:30,"Dernsches Gelände, 65183 Wiesbaden",Hagen Kopp,Mahnwache zum Untersuchungsausschuss zu Hanau,30
10/31/22,18:00,21:00,"Bahnhofsplatz, 65185 Wiesbaden, bis Hölderlinstraße, 65187 Wiesbaden",Katharina Wender,Verfassungsschutz abschaffen,70
11/3/22,11:30,13:15,"Abraham-Lincoln-Straße 7, 65189 Wiesbaden","Vereinte Dienstleistungsgewerkschaft ver.di, Fachbereich C Hessen","""Hör mal wer da spricht"" - ver.di untermauert Tarifforderungen",200
11/3/22,14:00,16:00,"Mauritiusplatz, 65183 Wiesbaden",Arnulf Dietl,"gegen Putins Angriffskrieg, für ein vereintes Europa",10-30
11/3/22,14:30,17:00,"Kranzplatz 12, 65183 Wiesbaden",Kreisverein Lippe Weserbergland Väteraufbruch für Kinder,"Rechte für Kinder, Illegale Inobhutnahmen, Kindesentziehung",4-5
11/3/22,15:30,17:00,"Langgasse 21, 65183 Wiesbaden",LeuchtturmARD,Für eine freie und unabhängige Medienberichterstattung,3-20
11/4/22,9:00,14:00,"Bahnhofsplatz, 65185 Wiesbaden, bis Dernsches Gelände, 65183 Wiesbaden",Tigray Verein in Deutschland,Gegen den Völkermord in Tigray / Äthiopien,300
11/4/22,16:30,19:00,"Dernsches Gelände, 65183 Wiesbaden",Malteser Werke / Haus der Kulturen,aktuelle Situation im Iran,150
11/4/22,17:00,19:00,"Kirchgasse 17, 65183 Wiesbaden",Albert Schweitzer Stiftung für unsere Mitwelt,Tierschutz,5
11/5/22,11:00,16:30,"Mauritiusplatz, 65183 Wiesbaden",Fridaysforfuture Wiesbaden,Klimaschädlicher Braunkohle Abbau im Rheinischen Kohlerevier und die Enteignung des Dorfes Lützerath für den Abbau vom Energiekonzern RWE,10
11/5/22,13:00,15:00,"Schulgasse Ecke Neugasse, 65183 Wiesbaden",Mahnwache Demokratie WI RTK e. V.,Erhaltung unserer Grundrechte,35
11/6/22,16:00,18:00,"Dernsches Gelände, 65183 Wiesbaden",Bündnis für Frieden und Soziale Gerechtigkeit,Mahnwache für Frieden und Soziale Gerechtigkeit,10-50
11/12/22,13:45,17:15,Kirchgasse vor Luisenforum (Höhe Kirchgasse 6),Activists for the Victims e. V.,Tierrechte / Veganismus,15-20
11/12/22,13:00,15:00,"Schulgasse Ecke Neugasse, 65183 Wiesbaden",Mahnwache Demokratie WI RTK e. V.,Erhaltung unserer Grundrechte,35
11/12/22,13:00,17:00,"Kirchgasse Ecke Faulbrunnenstraße, 65183 Wiesbaden",Albert Schweitzer Stiftung für unsere Mitwelt,Tierrecht / gegen Massentierhaltung ,10
11/12/22,18:00,19:30,Vor der Marktkirche,Schiller Instiut,Keinen Krieg gegen Russland / gebt uns Frieden, 8-10
11/16/22,17:00,19:00,"Dernsches Gelände, 65183 Wiesbaden",DIE LINKE Wiesbaden,Energiepreiskrise,10
11/17/22,12:00,15:00,"Steinern Straße 19-21, 55252 Mainz-Kastel, bis Reduit, 55252 Mainz-Kastel",IG Metall Mainz-Wiesbaden,Zentrale Warnstreikaktion zur Tarifrunde der Metall- und Elektroindustrie,300
11/19/22,13:00,15:00,"Schulgasse Ecke Neugasse, 65183 Wiesbaden",Mahnwache Demokratie WI RTK e. V.,Erhaltung unserer Grundrechte,35
11/19/22,16:00,17:30,"Mauritiusplatz, 65183 Wiesbaden",Pottershaus Wiesbaden e. V.,Frieden in unfriedlichen Zeiten,20
11/20/22,14:00,16:00,"Marktplatz, 65183 Wiesbaden",Katharina Wender,Trans remembrance day,50
11/24/22,14:00,16:00,"Kirchgasse 35-43, 65183 Wiesbaden",Arnulf Dietl,"gegen Putins Angriffskrieg, für ein vereintes Europa",10-30
11/24/22,15:30,17:00,"Langgasse 21, 65183 Wiesbaden",LeuchtturmARD,Für eine freie und unabhängige Medienberichterstattung,3-20
11/25/22,18:00,22:00,"Warmer Damm, 65189 Wiesbaden, bis Platz der Deutschen Einheit, 65183 Wiesbaden",Katharina Wender,Tag gegen Gewalt an Flinta*,200
11/26/22,12:45,16:15,"Kirchgasse 6, 65183 Wiesbaden",Activists for the Victims e. V.,Tierrechte / Veganismus,15-20
11/26/22,13:00,15:00,"Schulgasse Ecke Neugasse, 65183 Wiesbaden",Mahnwache Demokratie WI RTK e. V.,Erhaltung unserer Grundrechte,30
12/1/22,15:30,17:00,"Langgasse 21, 65183 Wiesbaden",LeuchtturmARD,Für eine freie und unabhängige Medienberichterstattung,3-20
12/1/22,14:00,16:00,"Mauergasse, 65183 Wiesbaden",Arnulf Dietl,"gegen Putins Angriffskrieg, für ein vereintes Europa",10-30
12/2/22,16.45,19.15,"Faulbrunnenplatz, 65183 Wiesbaden",DIE LINKE Wiesbaden,Energiepreiskrise,10
12/3/22,13:00,15:00,"Schulgasse Ecke Neugasse, 65183 Wiesbaden",Mahnwache Demokratie WI RTK e. V.,Erhaltung unserer Grundrechte,30
12/6/22,12:15,15:45,"Kirchgasse Höhe Mauritiusplatz, 65183 Wiesbaden",Grüne Jugend Wiesbaden,Sozialpolitik im Winter,3
12/8/22,15:30,17:00,"Langgasse 21, 65183 Wiesbaden",Mahnwache Wiesbaden Rheingau Taunus Kreis e. V.,"Meinungsfreiheit, journalistische Sorgfalt",4
12/9/22,14:00,16:00,"Mauergasse, 65183 Wiesbaden",Arnulf Dietl,"gegen Putins Angriffskrieg, für ein vereintes Europa",10-30
12/10/22,12:00,18:00,"Mauritiusplatz, 65183 Wiesbaden",Greenpeace,Klimawandel geht alle an,10
12/10/22,12:45,16:15,"Kirchgasse 6, 65183 Wiesbaden",Activists for the Victims e. V.,Tierrechte / Veganismus,15-20
12/10/22,13:00,15:00,"Schulgasse Ecke Neugasse, 65183 Wiesbaden",Mahnwache Demokratie Wiesbaden RTK e. V.,Erhaltung unserer Grundrechte,35
12/10/22,13:00,16:30,"Kirchgasse Ecke Faulbrunnenstraße, 65183 Wiesbaden",Albert Schweitzer Stiftung für unsere Mitwelt,Tierrecht / gegen Massentierhaltung,8
12/10/22,14:00,17:00,"Bahnhofsplatz, 65185 Wiesbaden, bis Platz der Deutschen Einheit, 65183 Wiesbaden",Katharina Wender,Proteste im Iran,70
12/12/22,11:00,12:00,"Reisinger Anlage, 65185 Wiesbaden",ver.di Bezirk Wiesbaden,Tarifrunde der Stationierungsstreitkräfte,80
12/15/22,14:00,16:00,"Mauergasse, 65183 Wiesbaden",Arnulf Dietl,"gegen Putins Angriffskrieg, für ein vereintes Europa",10-30
12/15/22,15:30,17:00,"Langgasse 21, 65183 Wiesbaden",LeuchtturmARD,Für eine freie und unabhängige Medienberichterstattung,3-20
12/16/22,12:00,14:00,"Wilhelmstraße 10, 65185 Wiesbaden",Bürgerinitiative gegen die Vollsperrung der L3011 in Lorbach,Mahnwache gegen die geplante Vollsperrung der L3011,10-15
12/16/22,18:00,19:00,"Marktstraße Ecke Langgasse, 65183 Wiesbaden",Pottershaus Wiesbaden e. V.,Frieden in unfriedlichen Zeiten,20
12/17/22,13:00,14:00,"Marktstraße Ecke Langgasse, 65183 Wiesbaden",Pottershaus Wiesbaden e. V.,Frieden in unfriedlichen Zeiten,20
12/28/22,14:00,15:00,"Bleichwiesenstraße, 65203 Wiesbaden",Larissa Klee,Gegen Tiere im Zirkus,10
,,,,,,
1/5/23,14:00,16:00,"Mauergasse, 65183 Wiesbaden",Arnulf Dietl,"gegen Putins Angriffskrieg, für ein vereintes Europa",10-30
1/7/23,12:45,16:15,"Kirchgasse 6, 65183 Wiesbaden",Activists for the Victims e. V.,Tierrechte / Veganismus,15-20
1/7/23,13:00,15:00,"Schulgasse Ecke Neugasse, 65183 Wiesbaden",Mahnwache Demokratie WI RTK e. V.,Erhaltung unserer Grundrechte,30
1/12/23,14:00,16:00,"Mauergasse, 65183 Wiesbaden",Arnulf Dietl,"gegen Putins Angriffskrieg, für ein vereintes Europa",10-30
1/12/23,15:30,17:00,"Langgasse 21, 65183 Wiesbaden",LeuchtturmARD,Für eine freie und unabhängige Medienberichterstattung,3-20
1/13/23,11:00,12:00,"Bahnhofstraße 61, 65185 Wiesbaden, bis Bahnhofsplatz, 65185 Wiesbaden",ver.di- vereinte Dienstleistungs Gewerkschaft,Warnstreik USAG Wiesbaden,150
1/13/23,12:00,15:00,"Kirchgasse / Langgasse, 65183 Wiesbaden",Albert Schweitzer Stiftung für unsere Mitwelt,Tierrecht / gegen Massentierhaltung,2-5
1/14/23,11:00,18:00,"Mauritiusplatz, 65183 Wiesbaden",Greenpeace,Klimaschutz rettet Leben,10
1/14/23,13:00,15:00,"Schulgasse Ecke Neugasse, 65183 Wiesbaden",Mahnwache Demokratie WI RTK e. V.,Erhaltung unserer Grundrechte,30
1/14/23,16:00,17:30,"Mauritiusplatz, 65183 Wiesbaden",Pottershaus Wiesbaden e. V.,Frieden in unfriedlichen Zeiten,20
1/19/23,15:30,17:00,"Langgasse 21, 65183 Wiesbaden",LeuchtturmARD,Für eine freie und unabhängige Medienberichterstattung,3-20
1/21/23,12:00,15:00,"Kirchgasse / Langgasse, 65183 Wiesbaden",Albert Schweitzer Stiftung für unsere Mitwelt,Tierrecht / gegen Massentierhaltung,2-6
1/21/23,12:45,16:15,"Mauritiusplatz, 65183 Wiesbaden",Activists for the Victims e. V.,Tierrechte / Veganismus,15-20
1/21/23,13:00,15:00,"Schulgasse Ecke Neugasse, 65183 Wiesbaden",Mahnwache Demokratie WI RTK e. V.,Erhaltung unserer Grundrechte,25
1/21/23,15:00,18:00,"Mauritiusplatz, 65183 Wiesbaden",SoliWaldGruppe,Solidaritätskundgebung zur Rodung des Fechenheimer Waldes,30
1/24/23,12:00,15:00,"Marktplatz, 65183 Wiesbaden","Hessischer Waldbesitzerverband e, V.","Gesetzentwurf zur Ausweitung des Nationalen Naturmonument ""Grünes Band Hessen""",50
1/26/23,10:00,14:00,"Dernsches Gelände, 65183 Wiesbaden","Hessischer Bauernverband e. V., Friedrichsdorf",Fragestunde im Hessischen Landtag zum Thema Wolf,50
1/26/23,15:30,17:00,"Langgasse 21, 65183 Wiesbaden",LeuchtturmARD,Für eine freie und unabhängige Medienberichterstattung,3-20
1/28/23,11:00,18:00,"Bahnhofplatz, 65185 Wiesbaden, bis Bahnhofplatz, 65185 Wiesbaden",Animal Rights Watch e. V.,Wiesbaden Pelzfrei Tierrechtsdemo,150-300
1/28/23,13:00,15:00,"Schulgasse Ecke Neugasse, 65183 Wiesbaden",Mahnwache Demokratie WI RTK e. V.,Erhaltung unserer Grundrechte,20
